Numero sottocartelle totali: 7253
Sottocartelle vuote: 58
Skipped (not directories - years): 0
Skipped (not directories - videos): 0
Skipped frames (_0_ filter): 0
Wells unfiltered (unique keys): 7195
Removed: 355 wells (fewer than 250 frames)
Removed: 78 wells (outliers avg interval)
Valid wells: 6762

-- Per-well detailed stats --
Outliers (avg interval):
('D2014.09.25_S1119_I141', 1): avg=17.3, min=6.3@306, max=1089.1@186, sd=48.8, outliers=1
('D2019.03.20_S02239_I0141_D', 5): avg=15.2, min=7.8@103, max=41.9@493, sd=1.9, outliers=15
('D2019.03.20_S02239_I0141_D', 6): avg=15.2, min=7.8@103, max=41.9@493, sd=1.9, outliers=15
('D2019.03.20_S02239_I0141_D', 7): avg=15.2, min=7.8@103, max=41.9@493, sd=1.9, outliers=14
('D2019.03.23_S02240_I0141_D', 1): avg=15.2, min=6.1@84, max=41.7@212, sd=1.9, outliers=19
('D2019.03.23_S02240_I0141_D', 2): avg=15.2, min=6.2@84, max=41.7@212, sd=1.9, outliers=19
('D2019.03.23_S02240_I0141_D', 3): avg=15.2, min=6.2@84, max=41.7@212, sd=1.9, outliers=19
('D2019.03.23_S02240_I0141_D', 4): avg=15.2, min=6.2@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 5): avg=15.2, min=6.3@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 6): avg=15.2, min=6.3@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 7): avg=15.2, min=6.3@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 8): avg=15.2, min=6.4@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 9): avg=15.2, min=6.4@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.23_S02240_I0141_D', 10): avg=15.2, min=6.4@84, max=41.7@212, sd=1.9, outliers=20
('D2019.03.28_S02243_I0141_D', 1): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=16
('D2019.03.28_S02243_I0141_D', 2): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=16
('D2019.03.28_S02243_I0141_D', 3): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=17
('D2019.03.28_S02243_I0141_D', 4): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=17
('D2019.03.28_S02243_I0141_D', 5): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=17
('D2019.03.28_S02243_I0141_D', 6): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=17
('D2019.03.28_S02243_I0141_D', 7): avg=15.2, min=9.5@374, max=70.0@235, sd=2.5, outliers=17
('D2019.03.28_S02243_I0141_D', 8): avg=15.2, min=9.5@374, max=75.0@234, sd=2.7, outliers=18
('D2019.03.28_S02243_I0141_D', 9): avg=15.2, min=9.5@374, max=75.0@234, sd=2.7, outliers=18
('D2019.03.28_S02243_I0141_D', 10): avg=15.2, min=9.5@374, max=75.0@234, sd=2.7, outliers=18
('D2019.03.28_S02243_I0141_D', 11): avg=15.2, min=9.5@374, max=75.0@234, sd=2.7, outliers=18
('D2019.03.28_S02243_I0141_D', 12): avg=15.2, min=9.5@374, max=75.0@234, sd=2.7, outliers=18
('D2019.03.29_S02244_I0141_D', 1): avg=15.2, min=9.9@99, max=71.0@147, sd=2.5, outliers=16
('D2019.03.29_S02244_I0141_D', 2): avg=15.2, min=9.9@99, max=71.1@147, sd=2.5, outliers=16
('D2019.03.29_S02244_I0141_D', 3): avg=15.2, min=9.9@99, max=71.1@147, sd=2.6, outliers=16
('D2019.03.29_S02244_I0141_D', 5): avg=15.2, min=9.9@99, max=71.1@147, sd=2.6, outliers=17
('D2019.03.29_S02244_I0141_D', 6): avg=15.2, min=10.1@99, max=71.1@147, sd=2.6, outliers=17
('D2019.03.29_S02244_I0141_D', 7): avg=15.2, min=10.1@99, max=71.1@147, sd=2.6, outliers=17
('D2019.03.29_S02244_I0141_D', 8): avg=15.2, min=10.0@99, max=71.1@147, sd=2.6, outliers=17
('D2019.04.01_S02247_I0141_D', 1): avg=15.1, min=6.1@265, max=28.6@179, sd=1.1, outliers=19
('D2019.04.01_S02247_I0141_D', 2): avg=15.1, min=6.0@265, max=28.6@179, sd=1.1, outliers=18
('D2019.04.01_S02247_I0141_D', 3): avg=15.1, min=6.0@265, max=28.6@179, sd=1.1, outliers=18
('D2019.04.01_S02247_I0141_D', 4): avg=15.1, min=6.0@265, max=28.6@179, sd=1.1, outliers=19
('D2019.04.01_S02247_I0141_D', 5): avg=15.1, min=5.9@265, max=28.6@179, sd=1.1, outliers=19
('D2019.04.01_S02247_I0141_D', 6): avg=15.1, min=5.9@265, max=28.6@179, sd=1.1, outliers=18
('D2019.04.01_S02247_I0141_D', 7): avg=15.1, min=5.9@265, max=28.6@179, sd=1.1, outliers=18
('D2019.04.01_S02247_I0141_D', 8): avg=15.1, min=5.9@265, max=28.6@179, sd=1.1, outliers=19
('D2019.04.01_S02247_I0141_D', 9): avg=15.1, min=5.9@265, max=28.6@179, sd=1.1, outliers=19
('D2019.04.03_S02248_I0141_D', 1): avg=15.1, min=9.5@270, max=27.5@95, sd=0.9, outliers=13
('D2019.04.03_S02248_I0141_D', 2): avg=15.1, min=9.5@270, max=27.4@95, sd=0.9, outliers=13
('D2019.04.03_S02248_I0141_D', 3): avg=15.1, min=9.5@270, max=27.4@95, sd=0.9, outliers=13
('D2019.04.03_S02248_I0141_D', 4): avg=15.1, min=9.5@270, max=27.5@95, sd=0.9, outliers=13
('D2019.04.03_S02248_I0141_D', 5): avg=15.1, min=9.5@270, max=27.5@95, sd=0.9, outliers=13
('D2019.04.03_S02248_I0141_D', 6): avg=15.1, min=9.5@270, max=27.5@95, sd=0.9, outliers=13
('D2019.04.06_S02253_I0141_D', 1): avg=15.1, min=8.3@383, max=31.2@394, sd=1.0, outliers=8
('D2019.04.06_S02253_I0141_D', 2): avg=15.1, min=8.3@383, max=31.2@394, sd=1.0, outliers=8
('D2019.04.09_S02254_I0141_D', 1): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 2): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 3): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 4): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 5): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 6): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 7): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 8): avg=15.1, min=6.0@99, max=29.5@98, sd=1.1, outliers=18
('D2019.04.09_S02254_I0141_D', 9): avg=15.1, min=5.9@99, max=29.6@98, sd=1.1, outliers=17
('D2019.04.09_S02254_I0141_D', 10): avg=15.1, min=5.9@99, max=29.6@98, sd=1.1, outliers=17
('D2019.04.09_S02254_I0141_D', 11): avg=15.1, min=5.9@99, max=29.6@98, sd=1.1, outliers=17
('D2019.04.11_S02255_I0141_D', 1): avg=15.1, min=7.6@267, max=30.0@244, sd=1.0, outliers=14
('D2019.04.11_S02255_I0141_D', 2): avg=15.1, min=7.6@267, max=30.0@244, sd=1.0, outliers=14
('D2019.04.11_S02255_I0141_D', 3): avg=15.1, min=7.6@267, max=30.0@244, sd=1.0, outliers=14
('D2019.04.12_S02256_I0141_D', 1): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=18
('D2019.04.12_S02256_I0141_D', 2): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=19
('D2019.04.12_S02256_I0141_D', 3): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=20
('D2019.04.12_S02256_I0141_D', 4): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=20
('D2019.04.12_S02256_I0141_D', 5): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=20
('D2019.04.12_S02256_I0141_D', 6): avg=15.1, min=12.6@177, max=23.8@268, sd=0.7, outliers=21
('D2019.04.13_S02258_I0141_D', 1): avg=15.1, min=8.6@560, max=25.0@166, sd=0.8, outliers=18
('D2019.04.13_S02258_I0141_D', 2): avg=15.1, min=8.7@560, max=25.1@263, sd=0.8, outliers=18
('D2019.04.13_S02258_I0141_D', 3): avg=15.1, min=8.7@560, max=25.4@263, sd=0.8, outliers=19
('D2019.04.13_S02258_I0141_D', 4): avg=15.1, min=8.7@560, max=25.4@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 5): avg=15.1, min=8.7@560, max=25.4@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 6): avg=15.1, min=8.8@560, max=25.4@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 7): avg=15.1, min=8.8@560, max=25.4@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 8): avg=15.1, min=8.8@560, max=25.4@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 9): avg=15.1, min=8.9@560, max=25.5@263, sd=0.9, outliers=19
('D2019.04.13_S02258_I0141_D', 10): avg=15.1, min=8.7@467, max=25.7@263, sd=0.9, outliers=19
('D2019.04.15_S02259_I0141_D', 1): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 2): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 3): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 4): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 5): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 6): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 7): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 8): avg=15.1, min=12.7@361, max=30.0@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 9): avg=15.1, min=12.7@361, max=30.2@538, sd=0.9, outliers=16
('D2019.04.15_S02259_I0141_D', 10): avg=15.1, min=12.5@361, max=30.2@538, sd=0.9, outliers=17
('D2019.04.15_S02259_I0141_D', 11): avg=15.1, min=12.5@361, max=30.2@538, sd=0.9, outliers=17
('D2019.04.19_S02261_I0141_D', 1): avg=15.1, min=12.9@79, max=29.4@458, sd=0.8, outliers=10
('D2019.04.19_S02261_I0141_D', 2): avg=15.1, min=12.9@79, max=29.4@458, sd=0.8, outliers=10
('D2019.04.19_S02261_I0141_D', 3): avg=15.1, min=12.9@79, max=29.4@458, sd=0.8, outliers=10
('D2019.04.19_S02261_I0141_D', 4): avg=15.1, min=12.9@79, max=29.4@458, sd=0.8, outliers=10
('D2019.04.20_S02262_I0141_D', 1): avg=15.1, min=9.7@464, max=29.5@364, sd=1.0, outliers=16
('D2019.04.20_S02262_I0141_D', 2): avg=15.1, min=9.7@464, max=29.5@364, sd=1.0, outliers=16
('D2019.04.20_S02262_I0141_D', 3): avg=15.1, min=9.7@465, max=29.5@364, sd=0.8, outliers=16
('D2019.04.20_S02262_I0141_D', 4): avg=15.1, min=9.8@464, max=30.0@63, sd=1.1, outliers=17
('D2019.04.20_S02262_I0141_D', 5): avg=15.1, min=9.8@465, max=29.5@364, sd=0.9, outliers=16
('D2019.04.20_S02262_I0141_D', 6): avg=15.1, min=9.8@465, max=29.5@364, sd=0.9, outliers=16
('D2019.04.20_S02262_I0141_D', 7): avg=15.1, min=9.9@465, max=29.5@364, sd=0.9, outliers=16
('D2019.04.20_S02262_I0141_D', 8): avg=15.1, min=9.9@465, max=29.5@364, sd=0.9, outliers=16
('D2019.04.23_S02264_I0141_D', 1): avg=15.2, min=6.5@274, max=32.1@451, sd=1.4, outliers=11
('D2019.04.23_S02264_I0141_D', 2): avg=15.2, min=6.7@274, max=32.1@451, sd=1.4, outliers=11
('D2019.04.23_S02264_I0141_D', 3): avg=15.2, min=6.7@273, max=32.1@450, sd=1.6, outliers=12
('D2019.04.23_S02264_I0141_D', 4): avg=15.2, min=6.7@273, max=32.1@450, sd=1.6, outliers=12
('D2019.04.23_S02264_I0141_D', 5): avg=15.2, min=6.7@273, max=32.1@450, sd=1.6, outliers=12
('D2019.04.23_S02264_I0141_D', 6): avg=15.2, min=6.7@273, max=32.1@450, sd=1.6, outliers=12
('D2019.04.23_S02265_I0141_D', 1): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 2): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 3): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 4): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 5): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 6): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=14
('D2019.04.23_S02265_I0141_D', 7): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 8): avg=15.1, min=6.7@59, max=31.2@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 9): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 10): avg=15.1, min=6.7@59, max=31.3@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 11): avg=15.1, min=6.7@59, max=31.6@442, sd=1.4, outliers=15
('D2019.04.23_S02265_I0141_D', 12): avg=15.1, min=6.7@59, max=31.6@442, sd=1.4, outliers=15
('D2019.06.05_S02297_I0141_D', 1): avg=15.1, min=9.1@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 2): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 3): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 4): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 5): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 6): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=17
('D2019.06.05_S02297_I0141_D', 7): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=18
('D2019.06.05_S02297_I0141_D', 8): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=19
('D2019.06.05_S02297_I0141_D', 9): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=19
('D2019.06.05_S02297_I0141_D', 10): avg=15.1, min=9.0@262, max=31.3@658, sd=0.9, outliers=19
('D2019.06.07_S02301_I0141_D', 1): avg=15.1, min=9.2@480, max=32.1@479, sd=0.9, outliers=13
('D2019.06.07_S02301_I0141_D', 2): avg=15.1, min=9.2@480, max=32.1@479, sd=0.9, outliers=13
('D2019.06.07_S02301_I0141_D', 3): avg=15.1, min=9.0@480, max=32.2@479, sd=0.9, outliers=14
('D2019.06.07_S02301_I0141_D', 4): avg=15.1, min=9.0@480, max=32.2@479, sd=0.9, outliers=14
('D2019.06.07_S02301_I0141_D', 5): avg=15.1, min=9.0@480, max=32.2@479, sd=0.9, outliers=14
('D2019.06.07_S02301_I0141_D', 7): avg=15.1, min=8.9@480, max=32.4@479, sd=0.9, outliers=14
('D2019.06.07_S02302_I0141_D', 1): avg=15.1, min=12.0@457, max=30.7@477, sd=0.8, outliers=15
('D2019.06.07_S02302_I0141_D', 2): avg=15.1, min=12.0@457, max=30.7@477, sd=0.8, outliers=16
('D2019.06.07_S02302_I0141_D', 3): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=16
('D2019.06.07_S02302_I0141_D', 4): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=15
('D2019.06.07_S02302_I0141_D', 5): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=18
('D2019.06.07_S02302_I0141_D', 6): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=17
('D2019.06.07_S02302_I0141_D', 7): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=17
('D2019.06.07_S02302_I0141_D', 8): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=17
('D2019.06.07_S02302_I0141_D', 9): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=17
('D2019.06.07_S02302_I0141_D', 10): avg=15.1, min=12.2@457, max=30.7@477, sd=0.8, outliers=17
('D2019.06.08_S02303_I0141_D', 1): avg=15.1, min=11.9@395, max=42.1@567, sd=1.4, outliers=10
('D2019.06.08_S02303_I0141_D', 2): avg=15.1, min=11.9@395, max=42.1@567, sd=1.4, outliers=10
('D2019.06.08_S02303_I0141_D', 3): avg=15.1, min=11.9@395, max=42.1@567, sd=1.4, outliers=10
('D2019.06.14_S02305_I0141_D', 1): avg=15.0, min=8.6@647, max=26.9@168, sd=0.7, outliers=15
('D2019.06.14_S02305_I0141_D', 2): avg=15.0, min=8.5@647, max=26.9@168, sd=0.7, outliers=15
('D2019.06.14_S02305_I0141_D', 3): avg=15.0, min=8.5@647, max=26.9@168, sd=0.7, outliers=14
('D2019.06.14_S02305_I0141_D', 4): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=14
('D2019.06.14_S02305_I0141_D', 5): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=14
('D2019.06.14_S02305_I0141_D', 6): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=14
('D2019.06.14_S02305_I0141_D', 7): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=16
('D2019.06.14_S02305_I0141_D', 8): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=16
('D2019.06.14_S02305_I0141_D', 9): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=16
('D2019.06.14_S02305_I0141_D', 10): avg=15.0, min=8.5@647, max=26.9@168, sd=0.7, outliers=16
('D2019.06.14_S02305_I0141_D', 11): avg=15.0, min=8.3@647, max=26.9@168, sd=0.7, outliers=16
('D2019.06.14_S02306_I0141_D', 1): avg=15.1, min=11.3@300, max=24.6@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 2): avg=15.1, min=11.3@300, max=24.6@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 3): avg=15.1, min=11.3@300, max=24.6@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 4): avg=15.1, min=11.2@300, max=24.5@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 5): avg=15.1, min=11.2@300, max=24.5@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 6): avg=15.1, min=11.2@300, max=24.5@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 7): avg=15.1, min=11.2@300, max=24.4@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 8): avg=15.1, min=11.2@300, max=24.4@167, sd=0.7, outliers=10
('D2019.06.14_S02306_I0141_D', 9): avg=15.1, min=11.2@300, max=24.4@167, sd=0.7, outliers=10
('D2019.06.14_S02307_I0141_D', 1): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=10
('D2019.06.14_S02307_I0141_D', 2): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=10
('D2019.06.14_S02307_I0141_D', 3): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=10
('D2019.06.14_S02307_I0141_D', 4): avg=15.1, min=9.8@154, max=25.3@153, sd=0.6, outliers=11
('D2019.06.14_S02307_I0141_D', 5): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=11
('D2019.06.14_S02307_I0141_D', 6): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=11
('D2019.06.14_S02307_I0141_D', 7): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=12
('D2019.06.14_S02307_I0141_D', 8): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=12
('D2019.06.14_S02307_I0141_D', 9): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=12
('D2019.06.14_S02307_I0141_D', 10): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=13
('D2019.06.14_S02307_I0141_D', 11): avg=15.1, min=9.9@154, max=25.3@153, sd=0.6, outliers=15
('D2019.06.14_S02307_I0141_D', 12): avg=15.1, min=9.8@154, max=25.3@153, sd=0.6, outliers=13
('D2019.06.17_S02308_I0141_D', 1): avg=15.0, min=4.2@464, max=28.1@463, sd=0.8, outliers=10
('D2019.06.17_S02308_I0141_D', 2): avg=15.0, min=4.2@464, max=28.1@463, sd=0.8, outliers=10
('D2019.06.17_S02308_I0141_D', 3): avg=15.0, min=4.2@464, max=28.1@463, sd=0.8, outliers=11
('D2019.06.17_S02308_I0141_D', 4): avg=15.0, min=4.2@464, max=28.2@463, sd=0.8, outliers=11
('D2019.06.17_S02308_I0141_D', 5): avg=15.0, min=4.2@464, max=28.3@463, sd=0.8, outliers=12
('D2019.06.17_S02308_I0141_D', 6): avg=15.0, min=4.0@464, max=28.5@463, sd=0.8, outliers=13
('D2019.06.17_S02308_I0141_D', 7): avg=15.0, min=4.0@464, max=28.4@463, sd=0.8, outliers=13
('D2019.06.17_S02308_I0141_D', 8): avg=15.0, min=3.9@464, max=28.6@463, sd=0.8, outliers=13
('D2019.06.17_S02308_I0141_D', 9): avg=15.0, min=3.9@464, max=28.8@463, sd=0.8, outliers=14
('D2019.06.21_S02310_I0141_D', 1): avg=15.1, min=14.2@266, max=26.5@87, sd=0.6, outliers=6
('D2019.06.21_S02310_I0141_D', 2): avg=15.1, min=14.2@266, max=26.5@87, sd=0.6, outliers=7
('D2019.06.21_S02310_I0141_D', 3): avg=15.1, min=14.1@565, max=26.5@87, sd=0.6, outliers=9
('D2019.06.24_S02313_I0141_D', 1): avg=15.1, min=9.6@187, max=26.5@663, sd=0.7, outliers=11
('D2019.06.24_S02313_I0141_D', 2): avg=15.1, min=9.4@187, max=26.5@663, sd=0.7, outliers=11
('D2019.06.24_S02313_I0141_D', 3): avg=15.1, min=9.4@187, max=26.5@663, sd=0.7, outliers=11
('D2019.06.24_S02313_I0141_D', 4): avg=15.1, min=9.3@187, max=26.5@663, sd=0.7, outliers=11
('D2019.06.24_S02313_I0141_D', 5): avg=15.1, min=9.3@187, max=26.7@663, sd=0.7, outliers=11
('D2019.06.26_S02314_I0141_D', 1): avg=15.1, min=14.7@101, max=24.4@272, sd=0.6, outliers=5
('D2019.06.26_S02314_I0141_D', 2): avg=15.1, min=14.7@101, max=24.4@272, sd=0.6, outliers=5
('D2019.06.26_S02315_I0141_D', 1): avg=15.1, min=13.7@478, max=25.3@476, sd=0.7, outliers=9
('D2019.06.26_S02315_I0141_D', 2): avg=15.1, min=13.7@478, max=25.3@476, sd=0.7, outliers=9
('D2019.06.26_S02315_I0141_D', 3): avg=15.1, min=13.9@478, max=25.3@476, sd=0.7, outliers=9
('D2019.06.26_S02315_I0141_D', 4): avg=15.1, min=14.0@478, max=25.3@476, sd=0.7, outliers=11
('D2019.06.26_S02315_I0141_D', 5): avg=15.1, min=14.0@478, max=25.3@476, sd=0.7, outliers=10
('D2019.06.26_S02315_I0141_D', 6): avg=15.1, min=14.0@478, max=25.1@476, sd=0.7, outliers=11
('D2019.06.26_S02315_I0141_D', 7): avg=15.1, min=14.0@478, max=25.0@476, sd=0.7, outliers=10
('D2019.06.26_S02315_I0141_D', 8): avg=15.1, min=14.0@478, max=25.0@476, sd=0.7, outliers=9
('D2019.06.26_S02315_I0141_D', 9): avg=15.1, min=14.0@478, max=25.0@476, sd=0.7, outliers=9
('D2019.06.28_S02316_I0141_D', 1): avg=15.0, min=4.1@293, max=26.5@282, sd=1.0, outliers=19
('D2019.06.28_S02316_I0141_D', 2): avg=15.0, min=4.1@293, max=26.5@282, sd=1.0, outliers=19
('D2019.06.28_S02316_I0141_D', 3): avg=15.0, min=4.1@293, max=26.5@282, sd=1.1, outliers=19
('D2019.06.28_S02316_I0141_D', 4): avg=15.0, min=4.1@293, max=26.6@282, sd=1.1, outliers=19
('D2019.06.28_S02316_I0141_D', 5): avg=15.0, min=4.1@293, max=26.6@282, sd=1.1, outliers=19
('D2019.06.28_S02316_I0141_D', 6): avg=15.0, min=4.1@293, max=26.6@282, sd=1.0, outliers=19
('D2019.06.28_S02316_I0141_D', 7): avg=15.0, min=4.1@293, max=26.5@282, sd=1.1, outliers=19
('D2019.06.28_S02316_I0141_D', 8): avg=15.0, min=4.1@293, max=26.5@282, sd=1.0, outliers=19
('D2019.06.28_S02316_I0141_D', 9): avg=15.0, min=4.1@293, max=26.5@282, sd=1.1, outliers=20
('D2019.06.28_S02316_I0141_D', 10): avg=15.0, min=4.1@293, max=26.6@282, sd=1.1, outliers=21
('D2019.06.28_S02316_I0141_D', 11): avg=15.0, min=4.1@293, max=26.6@282, sd=1.1, outliers=21
('D2019.06.28_S02316_I0141_D', 12): avg=15.0, min=4.1@293, max=26.6@282, sd=1.1, outliers=21
('D2019.07.03_S02319_I0141_D', 1): avg=15.1, min=6.7@570, max=24.2@569, sd=0.8, outliers=10
('D2019.07.03_S02319_I0141_D', 2): avg=15.1, min=6.7@570, max=24.0@569, sd=0.8, outliers=10
('D2019.07.03_S02319_I0141_D', 3): avg=15.1, min=6.7@570, max=23.9@569, sd=0.8, outliers=10
('D2019.07.03_S02319_I0141_D', 4): avg=15.1, min=6.8@570, max=23.8@569, sd=0.8, outliers=10
('D2019.07.03_S02319_I0141_D', 5): avg=15.1, min=6.8@570, max=23.7@569, sd=0.8, outliers=10
('D2019.07.03_S02319_I0141_D', 6): avg=15.1, min=6.8@570, max=23.7@569, sd=0.7, outliers=10
('D2019.07.03_S02319_I0141_D', 7): avg=15.1, min=6.9@570, max=23.7@569, sd=0.7, outliers=10
('D2019.07.03_S02319_I0141_D', 8): avg=15.1, min=6.9@570, max=23.5@569, sd=0.7, outliers=10
('D2019.07.03_S02319_I0141_D', 9): avg=15.1, min=6.9@570, max=23.5@569, sd=0.7, outliers=10
('D2019.07.03_S02319_I0141_D', 10): avg=15.1, min=7.0@570, max=23.4@569, sd=0.7, outliers=10
('D2019.07.03_S02320_I0141_D', 1): avg=15.1, min=10.5@471, max=27.5@473, sd=0.8, outliers=8
('D2019.07.03_S02320_I0141_D', 2): avg=15.1, min=10.5@471, max=27.5@473, sd=0.8, outliers=8
('D2019.07.03_S02320_I0141_D', 3): avg=15.1, min=10.5@471, max=27.5@473, sd=0.8, outliers=8
('D2019.07.03_S02320_I0141_D', 4): avg=15.1, min=10.5@471, max=27.5@473, sd=0.8, outliers=8
('D2019.07.03_S02320_I0141_D', 5): avg=15.1, min=10.4@471, max=27.5@473, sd=0.8, outliers=8
('D2019.07.03_S02320_I0141_D', 6): avg=15.1, min=10.4@471, max=27.5@473, sd=0.8, outliers=8
